galaxy_name,distance_mpc,r_max_kpc,v_max_km_s,J,log10_J,k_fitted,log10_k_fitted,mean_error_pct,omega_lt_max_rad_s,log10_omega_lt,cumul_precession_rad,cumul_precession_rotations,v_boost_max_km_s,relative_boost_pct,T_orb_Gyr,n_orbits_10Gyr,precession_per_orbit_rad,k_theory,log10_k_theory,k_ratio_theory_to_fitted,log10_k_ratio
F568-3,82.4,17.98,120.0,3.186613e+65,65.50332932353966,1.5287439373789285e-37,-36.81566525225695,41.390961722739746,1.3832994015298171e-24,-23.859083810953905,4.365360919371736e-07,6.947687686981925e-08,7.675413791711586e-07,6.396178159759656e-07,9.206197008170575,10.862248538810237,4.018837263550483e-08,9.082206928306219e-47,-46.04180860739015,5.940960226392067e-10,-9.226143355133205
F568-V1,80.6,17.63,118.0,1.453949e+65,65.16254917309315,7.917557699350756e-36,-35.10140876301531,80.98627581817003,6.694962733086852e-25,-24.174251836106755,2.1127695594566164e-07,3.3625771900160656e-08,3.642473475496152e-07,3.086841928386569e-07,9.179988306444859,10.893260063282922,1.9395199850024393e-08,1.883926602498345e-46,-45.724936021262295,2.3794289527600513e-11,-10.623527258246991
F571-8,53.3,15.55,144.0,1.165149e+65,65.06638146676981,1e-45,-45.0,61.30934981988842,7.81891000344849e-25,-24.106853785620697,2.467460343248261e-07,3.9270851051118554e-08,3.7520838000848376e-07,2.605613750058915e-07,6.634981622036173,15.071631798930524,1.6371554030555277e-08,2.248364063326858e-46,-45.64813336485907,0.22483640633268578,-0.6481333648590726
F571-V1,80.1,13.59,83.9,6.166027e+64,64.79000542209748,1.2723768983727274e-35,-34.89538422466396,47.07309463233567,6.19873370435107e-25,-24.207697020401937,1.9561715874842933e-07,3.113343776840453e-08,2.599670811560164e-07,3.09853493630532e-07,9.952434290600053,10.047793040386985,1.9468669185576224e-08,1.9077174897356207e-46,-45.71948593871637,1.4993336425515467e-11,-10.824101714052407
F574-1,96.8,12.6,99.7,1.330414e+65,65.1239868063338,2.1101122015253033e-36,-35.67569445123892,55.58883219964245,1.6781512419604484e-24,-23.77516890132083,5.295842563329105e-07,8.428595217902808e-08,6.525256163189329e-07,6.544890835696419e-07,7.7651028036020815,12.878129566245013,4.112276193594206e-08,9.082104185785204e-47,-46.041813520376905,4.3040859055836784e-11,-10.366119069137989
F574-2,89.1,10.83,40.0,7.78563e+64,64.89129376070035,1e-45,-45.0,32.69710001601022,1.5465512577852615e-24,-23.810635681477557,4.880544597268417e-07,7.767627976357122e-08,5.168787727591919e-07,1.2921969318979797e-06,16.635669677166966,6.011179708458234,8.119112776483927e-08,4.657593550207006e-47,-46.33183841331188,0.04657593550207006,-1.3318384133118786
F579-V1,89.5,15.16,114.0,3.212038e+65,65.5067806745558,1.5007646358858288e-36,-35.823687412587475,29.64453698067556,2.3261568661954453e-24,-23.633361001634242,7.340792792064938e-07,1.1683234590704907e-07,1.0882636455043983e-06,9.54617232898595e-07,8.170829965685027,12.238658792309868,5.998036971728886e-08,6.146717145197083e-47,-46.21135677144177,4.0957236053000235e-11,-10.387669358854296
F583-1,35.4,16.26,85.8,8.692752e+64,64.93915728959091,1.954442428205044e-36,-35.70897711800795,83.48535378404651,5.102130863133353e-25,-24.29224840648518,1.610110049264171e-07,2.5625697326232797e-08,2.5601655921741615e-07,2.983875981554967e-07,11.644077207219647,8.588057105804594,1.8748245725752238e-08,1.9580039481219712e-46,-45.70818643681998,1.0018222690346515e-10,-9.99920931881203
F583-4,53.3,7.29,69.9,1.320072e+64,64.12059761934974,6.667274352387318e-36,-35.17605167367653,43.601018774962554,8.597475800819104e-25,-24.065629037906128,2.7131570233192897e-07,4.318123516457577e-08,1.9341689724247934e-07,2.7670514626964136e-07,6.407995167693573,15.605504901776158,1.738589709462389e-08,2.269290045612755e-46,-45.64410999192522,3.4036248182890537e-11,-10.468058318248687
IC2574,3.91,10.23,67.5,2.091093e+64,64.32037334821158,2.8771105111305655e-36,-35.54104345633962,39.44285718419602,4.928359440745221e-25,-24.30729762522684,1.5552719588726138e-07,2.4752922010679145e-08,1.5558722330524967e-07,2.3049959008185136e-07,9.312015364586332,10.738813896323753,1.4482716377132061e-08,2.62461378128008e-46,-45.58093459511494,9.122394746834849e-11,-10.039891138775321
IC4202,100.4,25.9,247.0,1.733242e+67,67.23885920433374,1e-45,-45.0,21.560633945012608,2.5171890843633386e-23,-22.599084160211955,7.943644624870449e-06,1.2642703082134965e-06,2.011923788215423e-05,8.145440438119121e-06,6.442799759830795,15.521202540466083,5.117931168129651e-07,7.014248355378778e-48,-47.15401886100071,0.007014248355378778,-2.1540188610007056
KK98-251,6.8,3.13,34.2,4.112813e+62,62.61413896360245,2.2954443911056727e-35,-34.63913322388619,37.0933846598034,3.3842456445747697e-25,-24.470538121338837,1.0679867035323275e-07,1.6997536302358848e-08,3.268903784516372e-08,9.558198200340268e-08,5.623284475064674,17.783201337835553,6.005593049548835e-09,7.738128348273958e-46,-45.11136407114038,3.371080727661037e-11,-10.472230847254188
NGC0024,7.3,11.27,110.0,3.13058e+64,64.49562480638487,1.2874206103455843e-35,-34.89027954252124,40.493494518925814,5.518346745956751e-25,-24.258191014055388,1.7414577927020475e-07,2.7716161589443203e-08,1.9192379551391394e-07,1.7447617773992175e-07,6.295106094574723,15.885355782356465,1.0962661564283304e-08,3.4376079163103152e-46,-45.46374365920607,2.67015137763528e-11,-10.573464116684827
NGC0055,2.11,13.5,86.5,1.385052e+65,65.14146607873558,9.378188690784718e-37,-36.02788103342888,26.821321434894678,1.420432828353364e-24,-23.847579299051382,4.482545102404412e-07,7.134192106800284e-08,5.91766520620295e-07,6.841231452257746e-07,9.589356930459877,10.42822795367617,4.298472494384073e-08,8.644534988196319e-47,-46.06325836358057,9.217702131212919e-11,-10.035377330151693
NGC0100,13.5,9.62,91.2,2.932461e+64,64.46723224496577,2.6278418187337662e-36,-35.58040078040549,50.12601656900719,8.311185135910607e-25,-24.08033704344961,2.622810560450126e-07,4.1743326548926196e-08,2.467368127090217e-07,2.7054475077743607e-07,6.481149758401217,15.429361105315394,1.6998828030193496e-08,2.2493609675926232e-46,-45.647940845296084,8.559727421784029e-11,-10.067540064890593
NGC0247,3.7,14.54,107.0,1.992759e+65,65.29945477923292,8.215622952059468e-37,-36.08535950047182,28.268986766052585,1.635752103157096e-24,-23.786282512638078,5.162041057059038e-07,8.215643506742585e-08,7.339691659958429e-07,6.859524915849e-07,8.349345867088052,11.976986172555858,4.309966616549472e-08,8.577489741024496e-47,-46.06663979270276,1.0440461777611539e-10,-9.981280292230938
NGC0289,20.8,71.12,165.0,5.504732e+66,66.74073618002814,1.328368770706301e-36,-35.8766813430024,35.06173046982046,3.86115169087235e-25,-24.413283136160274,1.2184868059987328e-07,1.9392819826695364e-08,8.474313640744412e-07,5.135947661057219e-07,26.483758973448943,3.775899036849494,3.227011088239808e-08,1.0858052416995799e-46,-45.964248066128754,8.173974468868697e-11,-10.087566723126352
NGC0300,2.08,11.8,93.5,3.240149e+64,64.51056498193189,1.1945231993166883e-35,-34.922805411223955,34.40945381463775,4.975937166900693e-25,-24.30312511228842,1.5702863473818531e-07,2.4991883425553904e-08,1.8119775674525534e-07,1.937943922409148e-07,7.754293221564981,12.896081840430826,1.2176460779419137e-08,3.083133911918508e-46,-45.51100761184688,2.581058211077169e-11,-10.58820220062292
NGC0801,80.7,59.82,216.0,6.655067e+67,67.82315243209977,1e-45,-45.0,17.801415021662432,7.844569837123887e-24,-23.105430866288064,2.4755579709202076e-06,3.9399728798249354e-07,1.4481430493887333e-05,6.704365969392283e-06,17.01627441072685,5.876727042963131,4.212477375284042e-07,8.33987461073441e-48,-47.0788404788917,0.00833987461073441,-2.0788404788916983
NGC0891,9.91,17.11,208.0,7.093857e+66,66.85088242959168,1e-45,-45.0,23.60335996286652,3.573455092173574e-23,-22.44691167133356,1.1276966641677677e-05,1.794784984105413e-06,1.8868364611119925e-05,9.071329139961502e-06,5.054270689969578,19.785248185945875,5.699684196879615e-07,6.421480286519288e-48,-47.192364846360654,0.006421480286519288,-2.192364846360657
NGC1003,11.4,30.24,115.0,2.47143e+65,65.39294831415174,9.327249780862248e-36,-35.03024639280961,42.02165079109633,2.2550640490626314e-25,-24.646841118637706,7.11644092346989e-08,1.1326167501916854e-08,2.1044402029951617e-07,1.8299480026044883e-07,16.15681564213831,6.189338432456439,1.1497902402867152e-08,3.1052229613512148e-46,-45.50790721113697,3.3291946010951103e-11,-10.477660818327358
NGC1090,37.0,30.09,160.0,4.84383e+66,66.68518889265485,5.915078626805635e-38,-37.22803947809254,29.043869847642114,4.4861961376923045e-24,-23.348121742867328,1.4157358323483868e-06,2.253213558305646e-07,4.1657803454283625e-06,2.603612715892726e-06,11.555108508447692,8.654180956145254,1.6358981162083118e-07,2.1828584802262373e-47,-46.66097441969586,3.6903287647506104e-10,-9.432934941603323
NGC1705,5.73,6.0,71.5,1.823347e+63,63.26086932682529,2.1883748406763526e-34,-33.6598782868658,22.972441386081286,2.1299602735446075e-25,-24.67162849662758,6.721643432841131e-08,1.0697827780378423e-08,3.943834442495196e-08,5.5158523671261476e-08,5.156048947846336,19.394695630608716,3.4657122549698747e-09,1.1700352999296288e-45,-44.93180103540479,5.3465945512698845e-12,-11.271922748538993
NGC2366,3.27,6.06,49.4,3.30492e+63,63.51916095127127,1.3577634643302602e-35,-34.867175881810724,54.33976424808503,3.747132122871423e-25,-24.426300993529534,1.1825049668072722e-07,1.88201510698095e-08,7.007571737095814e-08,1.4185367888857922e-07,7.5373294487595786,13.26729854119048,8.91292950962092e-09,4.54264933009487e-46,-45.34269078726259,3.345685349057178e-11,-10.475514905451865
NGC2403,3.16,20.87,134.0,2.100832e+65,65.32239132399559,4.620257354996846e-37,-36.335333832941245,25.150371261220478,5.831494958442292e-25,-24.234220095502717,1.8402798530053847e-07,2.9288963527823353e-08,3.7557638312938326e-07,2.802808829323756e-07,9.569505000274928,10.449861303915618,1.7610567255240242e-08,2.057112556162339e-46,-45.68674194496893,4.452376562828378e-10,-9.351408112027684
NGC2683,9.81,34.62,151.0,6.470437e+66,66.81093361301484,1e-45,-45.0,16.949354881436715,3.9346703267477825e-24,-23.40509164990522,1.2416875230337581e-06,1.9762070706635427e-07,4.203696327932573e-06,2.783904852935479e-06,14.0871110839652,7.098687545228918,1.7491790068550147e-07,2.0327683261610223e-47,-46.69191211491984,0.020327683261610222,-1.6919121149198362
NGC2841,14.1,63.64,294.0,1.711831e+67,67.23346088686549,1.291959769133426e-36,-35.88875100980486,27.749639057853525,1.6758158806535227e-24,-23.775773698360084,5.28847272353116e-07,8.416865753566426e-08,3.2911857528182253e-06,1.1194509363327295e-06,13.300092565434964,7.51874466346841,7.033717675274238e-08,4.989762686843302e-47,-46.30192010893478,3.862165685074044e-11,-10.41316909912992
NGC2903,6.6,24.96,180.0,2.029176e+66,66.30731971707469,1e-45,-45.0,39.88483551188444,3.292622197856195e-24,-23.4824580982584,1.0390725427106666e-06,1.6537353140346715e-07,2.5361936128050206e-06,1.4089964515583448e-06,8.520084439152301,11.736972880276927,8.852985802299565e-08,4.0607394344161065e-47,-46.39139487700241,0.040607394344161066,-1.3913948770024087
NGC2915,4.06,10.04,86.5,4.700836e+63,63.67217510004223,1.7923279474437988e-34,-33.746582523281944,68.00757689350884,1.172006146499443e-25,-24.931070110686708,3.698570116877082e-08,5.886457164729566e-09,3.63127821196967e-08,4.1980094936065546e-08,7.13164026531979,14.022019658827519,2.6376871569629117e-09,1.4436362059960974e-45,-44.840542234490655,8.054531583101171e-12,-11.093959711208711
NGC2955,97.9,35.43,227.0,3.4025e+67,67.53179813387537,1e-45,-45.0,14.373065377967107,1.9303702000988868e-23,-22.714359395426097,6.091785062664063e-06,9.69537704976357e-07,2.11060847960808e-05,9.297834711929868e-06,9.589967119593974,10.427564427794811,5.842001845058208e-07,6.082438046512426e-48,-47.215922305939245,0.006082438046512426,-2.2159223059392428
NGC2976,3.58,2.27,85.3,1.216545e+64,64.085128178117,1e-45,-45.0,11.558526427793488,2.6242580267124472e-23,-22.5809934657643,8.281528510378073e-06,1.318046198783131e-06,1.838350481388657e-06,2.1551588292950256e-06,1.635116304181711,61.15772911337014,1.3541262290864864e-07,3.7994079534219913e-47,-46.42028407248688,0.03799407953421991,-1.4202840724868766
NGC2998,68.1,42.28,203.0,2.234057e+67,67.3490942495628,2.727778592422915e-37,-36.56419088327922,54.28727488459023,7.458392617792254e-24,-23.127354758645314,2.3536897087524083e-06,3.746013516524693e-07,9.731418318704716e-06,4.793802127440746e-06,12.79707642883287,7.814284813888565,3.0120347092661943e-07,1.1744076868132587e-47,-46.93018111484485,4.3053629428556586e-11,-10.365990231565634
NGC3109,1.33,6.45,67.3,2.083339e+63,63.3187599439038,1.5990787209746163e-35,-34.79613015586393,57.28069943851967,1.95901033735153e-25,-24.707963272303946,6.182166462200464e-08,9.839223514761387e-09,3.8993513061880996e-08,5.793984110234918e-08,5.8886599146187075,16.981792368709925,3.640467583146002e-09,1.1019458808918623e-45,-44.95783973416589,6.891129663836947e-11,-10.161709578301958
NGC3198,13.8,44.08,149.0,1.887833e+66,66.27596357344387,5.660940215245819e-37,-36.247111431641805,51.498363708137,5.561535882722985e-25,-24.254805256389243,1.7550872477261887e-07,2.793308110331728e-08,7.565406202783844e-07,5.077453827371708e-07,18.17720647640521,5.5013953948206655,3.190258328602467e-08,1.1077413299547441e-46,-45.955561640409464,1.956815101087659e-10,-9.708450208767655
NGC3521,7.7,17.74,206.0,2.502308e+66,66.39834076437735,1e-45,-45.0,24.582092303051837,1.1309303148457414e-23,-22.946564154411714,3.568944650377597e-06,5.680151827289708e-07,6.191350388163161e-06,3.005509897166583e-06,5.291249228104993,18.899128672457937,1.8884175626459904e-07,1.9342457902101592e-47,-46.71348833968969,0.019342457902101592,-1.7134883396896916
NGC3726,18.0,32.52,167.0,3.931762e+66,66.59458722095688,1e-45,-45.0,20.607192242348596,2.884639445410228e-24,-23.539908462111143,9.103229776247781e-07,1.4488240169911628e-07,2.894929531239896e-06,1.7334907372693986e-06,11.964812268017312,8.357841122781862,1.0891843530542993e-07,3.2705359280336433e-47,-46.485381075622044,0.03270535928033643,-1.4853810756220474
NGC3741,3.21,7.0,51.6,5.056324e+62,62.703834894962576,1.738015386707493e-34,-33.75994638304697,46.658489018717425,3.719603970408234e-26,-25.429503297382134,1.1738177425655487e-08,1.8681889601827695e-09,8.035088496875867e-09,1.5571876931929973e-08,8.335279387587505,11.997198336136778,9.784098834391116e-10,4.053898490591188e-45,-44.392127130218256,2.3324871123672375e-11,-10.632180747171283
NGC3769,18.0,37.16,113.0,4.59185e+65,65.66198769270954,9.852961041160993e-37,-36.00643323441744,30.592205218773117,2.257961353641139e-25,-24.646283495557213,7.125584121366561e-08,1.1340719353326081e-08,2.5893343427942634e-07,2.2914463210568707e-07,20.205475946151687,4.9491534011128255,1.4397581856655245e-08,2.4648297005166036e-46,-45.60821308153112,2.501613159962488e-10,-9.601779847113677
NGC3877,18.0,11.35,169.0,5.17013e+66,66.7135014633208,1e-45,-45.0,26.28199695484617,8.922155876944512e-23,-22.049530193568568,2.8156182630226415e-05,4.481195644198697e-06,3.1250832396144614e-05,1.8491616802452436e-05,4.1264917380680455,24.233660539647254,1.1618625499916431e-06,3.241585479738952e-48,-47.48924252168117,0.0032415854797389525,-2.4892425216811698
NGC3893,18.0,19.05,167.0,3.801592e+66,66.57996550504475,1e-45,-45.0,17.36117326667785,1.3875111848914236e-23,-22.8577635072921,4.378652296832959e-06,6.968841571216465e-07,8.156942379075248e-06,4.884396634176796e-06,7.008907555526746,14.267558704087461,3.068956916629707e-07,1.1857142134688624e-47,-46.926019974099695,0.011857142134688624,-1.9260199740996922
NGC3917,18.0,14.86,137.0,9.015542e+65,65.95499184093457,1.53356624227191e-37,-36.81429745996071,25.50040845159932,6.93252333920544e-24,-23.15910865964104,2.1877379852930957e-06,3.4818931454930044e-07,3.179113779883495e-06,2.32052100721423e-06,6.6645382562010385,15.004790452955195,1.458026349753002e-07,2.531900846332746e-47,-46.59655330605347,1.650988901908696e-10,-9.782255846092756
NGC3949,18.0,7.07,169.0,1.42293e+66,66.15318353581057,1e-45,-45.0,19.131223336269446,1.015970790738958e-22,-21.993118777882064,3.206159982582374e-05,5.102762095714099e-06,2.21664710317584e-05,1.311625504837775e-05,2.570422606884677,38.90410850424276,8.241186100518716e-07,4.806516794647974e-48,-47.31816953586305,0.004806516794647974,-2.3181695358630474
NGC3953,18.0,15.68,215.0,1.584885e+67,67.1999977550854,1e-45,-45.0,8.186018179771313,1.0373265836528125e-22,-21.984084492261786,3.2735537396282e-05,5.210022591387874e-06,5.019465664655245e-05,2.3346351928629044e-05,4.481046198767043,22.316217143111565,1.4668945541420585e-06,2.5080331685956003e-48,-47.60066672428359,0.0025080331685956004,-2.6006667242835904
NGC3972,18.0,8.72,134.0,4.09904e+65,65.61268215634882,3.780179096876619e-37,-36.422487623722915,18.68213089130628,1.559870803146291e-23,-22.80691137075081,4.922577885736939e-06,7.83452603269885e-07,4.1975998523002445e-06,3.1325372032091384e-06,3.9983748731383506,25.010161171183366,1.9682311729397085e-07,1.9625467931517407e-47,-46.707179979543056,5.1916767509065885e-11,-10.284692355820141
NGC3992,23.7,46.02,237.0,4.075555e+67,67.61018675835821,3.0470667229573035e-37,-36.51611803573633,12.157697505524613,1.0551223998891496e-23,-22.976697156941604,3.3297130646741828e-06,5.2994029332056e-07,1.4984607755318528e-05,6.322619306041574e-06,11.930814444066119,8.381657469305104,3.97261887266104e-07,8.887437018718039e-48,-47.05122346390157,2.9167188731897594e-11,-10.53510542816524
NGC4010,18.0,10.47,122.0,3.994208e+65,65.6014306771847,1.2438513633239123e-37,-36.90523151349164,16.17844620349401,8.781052219619599e-24,-23.056453440153778,2.7710893352586745e-06,4.4103256545565244e-07,2.837194852578415e-06,2.3255695512937828e-06,5.273010959839491,18.96449689970756,1.461198443551332e-07,2.595840147420377e-47,-46.585722055026814,2.0869375746661398e-10,-9.68049054153517
NGC4013,18.0,31.01,170.0,4.325481e+66,66.63603440868653,2.5545466037174254e-37,-36.59268616988417,17.848971571355243,3.660033307823638e-24,-23.436514962327397,1.1550186711497523e-06,1.838269308769154e-07,3.5025369505413556e-06,2.0603158532596213e-06,11.207910850881486,8.922269397970375,1.2945346297350026e-07,2.75579466709885e-47,-46.55975314462654,1.0787803452434826e-10,-9.967066974742375
NGC4051,18.0,12.19,153.0,4.198384e+66,66.62308215827072,1e-45,-45.0,19.64871325505872,5.84826399963779e-23,-22.23297303088637,1.8455717599496954e-05,2.937318684268029e-06,2.2000198354813422e-05,1.4379214610989167e-05,4.895353945761055,20.427532126985664,9.034726997254917e-07,4.144460960442769e-48,-47.38253194693,0.004144460960442769,-2.3825319469299995
NGC4068,4.37,2.33,41.9,1.337719e+63,63.12636489552001,4.038463268495795e-36,-35.39378386285375,40.43081514341867,2.6684130759078837e-24,-23.573746939859987,8.420871248427063e-07,1.340223284327587e-07,1.918690401274653e-07,4.5792133681972624e-07,3.4167540750455867,29.267543933101418,2.8772046153497384e-08,1.7715668082548603e-46,-45.75164246517143,4.3867349793049254e-11,-10.357858602317675
