galaxy_name,distance_mpc,r_max_kpc,v_max_km_s,J,log10_J,k_fitted,log10_k_fitted,mean_error_pct,omega_lt_max_rad_s,log10_omega_lt,cumul_precession_rad,cumul_precession_rotations,v_boost_max_km_s,relative_boost_pct,T_orb_Gyr,n_orbits_10Gyr,precession_per_orbit_rad,k_theory,log10_k_theory,k_ratio_theory_to_fitted,log10_k_ratio
NGC4085,18.0,6.2,136.0,6.163729e+65,65.78984353588807,1e-45,-45.0,38.84877243243691,6.5256592887545e-23,-22.18537560490864,2.0593414557079902e-05,3.2775437218998608e-06,1.248567443035976e-05,9.180642963499823e-06,2.8010741404170107,35.70059019755631,5.768368097872374e-07,6.994883959310203e-48,-47.15521948578249,0.006994883959310203,-2.155219485782485
NGC4088,18.0,21.48,174.0,1.308757e+67,67.1168590175547,1e-45,-45.0,28.45006421314554,3.332054637621476e-23,-22.47728788582979,1.0515164743220349e-05,1.673540446309139e-06,2.2087283873931334e-05,1.2693841306857088e-05,7.585022121725442,13.183877172035457,7.975775719091378e-07,4.536084573788588e-48,-47.34331885676345,0.004536084573788588,-2.3433188567634553
NGC4100,18.0,22.76,159.0,2.237053e+66,66.34967627347297,7.2834521243777484e-37,-36.137662730135276,14.406837320073503,4.78757320873924e-24,-23.31988457199807,1.5108432029210943e-06,2.4045816398168363e-07,3.3626650298857314e-06,2.1148836665947998e-06,8.79522504694786,11.36980571460218,1.3288205980342538e-07,2.7156625795180195e-47,-46.56612419203395,3.728537694960174e-11,-10.428461461898676
NGC4138,18.0,18.58,150.0,1.188706e+66,66.07507445481541,1.01434382491906e-37,-36.993814810333014,16.820677742413206,4.6762018948203345e-24,-23.330106746459396,1.4756970891598218e-06,2.3486448624610706e-07,2.6812350310098095e-06,1.7874900206732064e-06,7.610729273050469,13.139345312688915,1.1231131034624025e-07,3.244210916377352e-47,-46.48889091868987,3.1983345653395434e-10,-9.495076108356855
NGC4157,18.0,29.61,185.0,5.5557e+66,66.74473878640643,1e-45,-45.0,20.689145829411892,5.3998225965928166e-24,-23.267620508063402,1.7040544157423747e-06,2.712086835629706e-07,4.934166735046596e-06,2.6671171540792416e-06,9.834187899297024,10.168607822426118,1.6757991315037323e-07,2.1320136915619495e-47,-46.671210010644195,0.021320136915619497,-1.671210010644194
NGC4183,18.0,21.02,113.0,3.636252e+65,65.56065397312447,2.2065000051384993e-36,-35.6562960672054,26.79835697743892,9.87897225555789e-25,-24.00528823425413,3.1175665485199367e-07,4.961761266148871e-08,6.408264061612977e-07,5.671030143020333e-07,11.429469978151467,8.749312102062444,3.5632133271197904e-08,1.0163529233693503e-46,-45.99295545931865,4.6061768456943876e-11,-10.336659392113246
NGC4214,2.87,5.63,80.6,3.262614e+63,63.513565695428625,9.252196611789513e-35,-34.033755146923035,24.88066861651983,4.613137915459488e-25,-24.336003561427354,1.4557956108090433e-07,2.3169706759174432e-08,8.014948850801793e-08,9.944105273947633e-08,4.291856335216716,23.299941141890656,6.24806561503148e-09,6.555802050160299e-46,-45.183374168252996,7.0856709225208615e-12,-11.149619021329961
NGC4217,18.0,16.72,178.0,3.938952e+66,66.59538068853645,1e-45,-45.0,39.326713615209755,2.1263159499052935e-23,-22.672372203074485,6.7101428220731295e-06,1.067952398985539e-06,1.0971348027793734e-05,6.16367866729985e-06,5.771491943980654,17.326542421027625,3.872753524055468e-07,9.463268105570904e-48,-47.02395885565857,0.009463268105570903,-2.023958855658573
NGC4389,18.0,5.32,110.0,5.413045e+65,65.73344163750497,1e-45,-45.0,98.93533792593135,9.071156680679975e-23,-22.04233733168212,2.862639340662264e-05,4.556032013557234e-06,1.489258962281971e-05,1.3538717838927009e-05,2.971602876942105,33.651872117886725,8.506627300359634e-07,4.861077591942498e-48,-47.313267446713255,0.004861077591942498,-2.3132674467132532
NGC4559,9.0,20.97,119.0,7.804077e+65,65.8923215457699,5.1420048204903555e-37,-36.288867520553644,24.30427428327196,2.1354144739694774e-24,-23.67051781792806,6.738855580373918e-07,1.0725221763989122e-07,1.3818997372806585e-06,1.1612602834291247e-06,10.827377829409164,9.235846534179446,7.296413550653078e-08,4.963923053642645e-47,-46.30417495917117,9.653672501165161e-11,-10.015307438617528
NGC5005,16.9,11.47,265.0,9.00931e+66,66.9546915307496,1e-45,-45.0,21.456874040714712,1.506458612864434e-22,-21.82204279525614,4.754021832133066e-05,7.566260741507662e-06,5.332324177356691e-05,2.01219780277611e-05,2.6594349197317735,37.60197298232281,1.2643011669541901e-06,2.976310115184572e-48,-47.526321819666265,0.002976310115184572,-2.5263218196662653
NGC5033,15.7,44.59,196.0,5.106962e+66,66.70816262635923,1.7802397086848644e-36,-35.74952151614617,30.77976246622411,1.4534702167378521e-24,-23.837593862991543,4.586803171172644e-07,7.300123976817073e-08,2.000043912719558e-06,1.0204305677140602e-06,13.978263532984247,7.153964422264029,6.411554350057908e-08,5.510480272343179e-47,-46.25881054805589,3.095358588767799e-11,-10.509289031909727
NGC5055,9.9,54.59,172.0,9.981265e+66,66.99918558614753,1e-45,-45.0,28.762060832092196,1.5481114791837598e-24,-23.810197769072285,4.885468281548942e-07,7.775464263271815e-08,2.608021978317075e-06,1.5162918478587645e-06,19.500981504360084,5.127947020391857,9.527142659862374e-08,3.6933795639568972e-47,-46.43257605815964,0.03693379563956897,-1.4325760581596385
NGC5371,39.7,46.24,213.0,8.164306e+67,67.91191927380261,1e-45,-45.0,13.887501378759696,2.0836353902984283e-23,-22.68117827473675,6.575453219288168e-06,1.0465158829192284e-06,2.973277691806743e-05,1.3959050196275789e-05,13.338593731933996,7.497042192730519,8.770729909542237e-07,4.0250685587838574e-48,-47.395226717917744,0.004025068558783857,-2.395226717917743
NGC5585,7.06,10.96,89.4,5.238037e+64,64.71916856183245,1e-45,-45.0,26.033107671538218,1.0039054850200547e-24,-23.99830717291454,3.168084773406888e-07,5.042163518218734e-08,3.39546535014199e-07,3.798059675774038e-07,7.532599175037851,13.275630054946804,2.3863912750614703e-08,1.5829738062003642e-46,-45.800526271440084,0.15829738062003643,-0.8005262714400828
NGC5907,17.3,50.33,214.0,1.693895e+67,67.22888648608092,5.233146345718054e-37,-36.28123711998055,14.874844541109924,3.352444699049662e-24,-23.47463837741243,1.057951088347296e-06,1.6837814525992265e-07,5.206962796959811e-06,2.4331601854952387e-06,14.45057006501175,6.920142219311034,1.5287996327518039e-07,2.305170446216079e-47,-46.63729695699262,4.40494168121679e-11,-10.356059837012069
NGC5985,39.7,34.72,285.0,2.574638e+67,67.41071617487069,5.503354538590549e-37,-36.259372508051335,12.337988560234322,1.55214736893935e-23,-22.809067046944616,4.898204581004042e-06,7.795734713421594e-07,1.663062578205861e-05,5.835307291950389e-06,7.485256369619634,13.359595859117052,3.666431703966058e-07,9.697123455991121e-48,-47.01335707526595,1.762038659874279e-11,-10.753984567214617
NGC6015,17.0,29.23,152.0,1.019964e+66,66.00858484345088,2.0620047994201165e-37,-36.685710328209026,23.09459942300182,1.030515017557246e-24,-23.98694567492337,3.2520580718064547e-07,5.175811173498952e-08,9.295634993042996e-07,6.115549337528286e-07,11.815634559546833,8.463362631607602,3.842512974288958e-08,9.302166297185696e-47,-46.031415900762525,4.5112243675677573e-10,-9.345705572553497
NGC6195,127.8,36.43,246.0,4.592695e+67,67.66206760496175,1e-45,-45.0,17.132901006104635,2.396878495218259e-23,-22.620353981065936,7.563973280069974e-06,1.2038437369381536e-06,2.6946422313035246e-05,1.0953830208550911e-05,9.099046556001358,10.990162473016921,6.8824945023707e-07,5.1589539796773135e-48,-47.28743834622271,0.005158953979677313,-2.287438346222707
NGC6503,6.26,23.5,115.0,2.167791e+65,65.3360174088986,1.002748170722879e-35,-34.998808121613266,30.529851305860735,4.214729915443211e-25,-24.375230250218554,1.330067607795907e-07,2.1168683442713096e-08,3.056564281978571e-07,2.6578819843291926e-07,12.55572644147653,7.9644933701056475,1.6699965032154505e-08,2.1579354582311665e-46,-45.66596154878806,2.1520213362000105e-11,-10.667153427174796
NGC6674,51.2,72.41,242.0,3.356157e+67,67.52584226879516,1.1116720455730837e-36,-35.95402331509643,30.746627994430316,2.2305016767431407e-24,-23.65159744594847,7.038927971398934e-07,1.1202801807159476e-07,4.984217931104279e-06,2.059594186406727e-06,18.384634682106785,5.439324834522114,1.294081193078324e-07,2.7069661807883626e-47,-46.56751717001034,2.435040254513984e-11,-10.613493854913909
NGC6789,3.52,0.71,60.4,4.656418e+61,61.668051959387775,1.1110445977161357e-33,-32.954268507977865,34.3217079204156,3.2827124399059536e-24,-23.483767159071387,1.0359452609357613e-06,1.6487580905054976e-07,7.192619918580339e-08,1.1908311123477383e-07,0.7222594504343798,138.45440158638036,7.482212548435632e-09,1.3411929324353712e-45,-44.87250874380004,1.2071459014267551e-12,-11.918240235822172
NGC6946,5.52,20.4,154.0,2.717306e+66,66.43413854774012,1e-45,-45.0,14.880048491376327,8.076142497865174e-24,-23.092796026839522,2.5486367449063e-06,4.0562813609747557e-07,5.084287052676033e-06,3.3014850991402813e-06,8.139191553386002,12.286232526177466,2.0743842666790553e-07,1.7482771511234132e-47,-46.75738971834783,0.017482771511234133,-1.7573897183478333
NGC7331,14.7,36.31,238.0,1.837628e+67,67.2642575995971,1e-45,-45.0,23.007080986830847,9.685784018277604e-24,-23.01386521944352,3.0566009773519732e-06,4.86473154605085e-07,1.0853178634334942e-05,4.560159090056698e-06,9.373917238575268,10.667898750853372,2.8652324593045677e-07,1.2393287616767625e-47,-46.90681347131354,0.012393287616767626,-1.9068134713135436
NGC7793,3.61,7.87,90.8,8.020696e+64,64.9042120560453,1e-45,-45.0,16.789043672886823,4.1518703813585065e-24,-23.38175621333384,1.3102306474675921e-06,2.085296841349618e-07,1.008357286153854e-06,1.110525645543892e-06,5.325503897206081,18.777565828552486,6.977638419327508e-08,5.6009312880239015e-47,-46.25173975520398,0.05600931288023902,-1.2517397552039793
NGC7814,14.4,19.53,214.0,2.334107e+66,66.36812076106857,2.0269656699210082e-36,-35.693153606753526,21.91639326874947,7.906239369254621e-24,-23.10203004109693,2.495019395191896e-06,3.970946698549414e-07,4.76505726164441e-06,2.226662271796453e-06,5.607383933432933,17.833628156575745,1.399053167020259e-07,2.5977086900591274e-47,-46.585409552798524,1.2815750797399352e-11,-10.892255946044994
PGC51017,13.6,3.63,18.3,5.100108e+62,62.70757937282488,1e-45,-45.0,20.330471110663385,2.690391148207489e-25,-24.570184574585394,8.490228769867266e-08,1.3512618767053973e-08,3.013824591262697e-08,1.6468986837501079e-07,12.187857232866824,8.204887708261909,1.0347769612152074e-08,4.322224856251103e-46,-45.36429264344794,0.4322224856251103,-0.3642926434479427
UGC00128,64.5,53.75,125.0,1.249631e+66,66.0967817903504,5.3107165038285464e-36,-35.27484688142949,68.07219366111542,2.030496813528609e-25,-24.692397687714465,6.407760624261043e-08,1.0198267775007541e-08,3.368035827020242e-07,2.6944286616161937e-07,26.42045415025594,3.784946293174574,1.6929594577910426e-08,2.079041909827653e-46,-45.682136755967505,3.914804920068416e-11,-10.407289874538014
UGC00191,17.1,9.98,83.85,3.889408e+64,64.5898835031512,3.756928692150655e-36,-35.425167047922876,32.599232371995,9.872969763982893e-25,-24.005552193012853,3.1156723062386654e-07,4.958746485924091e-08,3.0407048722267905e-07,3.6263623997934297e-07,7.313062706648203,13.674161430216017,2.278510694889058e-08,1.672159364797733e-46,-45.77672233457997,4.450867987703288e-11,-10.351555286657094
UGC00634,30.9,18.01,107.5,1.660802e+65,65.22031785916236,1.8353082449750617e-35,-34.736290984355065,37.02719795367964,7.173525532268327e-25,-24.144267351598174,2.2637924933711096e-07,3.602937654543388e-08,3.986963712643668e-07,3.7088034536220175e-07,10.293831892830923,9.714555380455007,2.3303099367014766e-08,1.566170281763616e-46,-45.80516102107123,8.533554437254202e-12,-11.068870036716161
UGC00731,12.5,10.91,73.9,2.827614e+64,64.45142012326076,1.083290738340643e-35,-34.965254969864446,36.08888897575018,5.494166280788841e-25,-24.260098200806205,1.7338270182262192e-07,2.759471404169845e-08,1.849790188248317e-07,2.503099036871877e-07,9.070936676819471,11.024219831183174,1.5727435090888752e-08,2.4028747861734274e-46,-45.6192688596958,2.218125477426392e-11,-10.654013889831353
UGC00891,10.2,7.39,63.75,7.44106e+63,63.8716348064276,5.082331562495947e-35,-34.2939370057427,55.71907991047171,4.652189737663725e-25,-24.332342581058814,1.4681194286529678e-07,2.33658464119369e-08,1.0609569914987959e-07,1.6642462611745817e-07,7.122559276621664,14.039897193727741,1.0456767655740695e-08,3.766473580160345e-46,-45.424065074569064,7.410916690194489e-12,-11.130128068826362
UGC01230,53.7,36.54,103.0,7.152372e+65,65.85445009434292,4.560021878903207e-37,-36.34103307359343,58.5282726486515,3.6991368040368485e-25,-24.431899607008567,1.1673587960707326e-07,1.857909227564609e-08,4.171236919169969e-07,4.0497445817184163e-07,21.79732207383951,4.587719521748821,2.544529565368329e-08,1.3952904531568515e-46,-45.855335377284256,3.05983280389973e-10,-9.514302303690824
UGC01281,5.27,4.99,56.9,2.322637e+63,63.36598134014221,1.443158382178264e-35,-34.84068600381193,102.74984462169961,4.716671508611683e-25,-24.3263643690299,1.4884683280016406e-07,2.368970920371897e-08,7.263268489512252e-08,1.2764970983325573e-07,5.388403409072511,18.558372936894248,8.0204678129005e-09,5.214481745962204e-46,-45.28278884851325,3.613242877813319e-11,-10.442102844701315
UGC02023,10.4,3.78,58.8,8.203043e+63,63.913974988110006,1.9492600308634465e-37,-36.71013022222852,16.621573673066987,3.8322648545392825e-24,-23.416544483703607,1.2093708137360887e-06,1.9247734303716636e-07,4.470367610938909e-07,7.602666004998145e-07,3.9499017832608536,25.3170852054566,4.776895933799807e-08,9.273110017093615e-47,-46.03277458767381,4.7572462730824e-10,-9.322644365445296
UGC02259,10.5,8.14,90.0,2.348775e+64,64.37084141569689,2.99563309884643e-35,-34.52351137952533,24.622340737800677,1.0988138598147846e-24,-23.959075871272663,3.467592826249105e-07,5.518845389275408e-08,2.7602248111101786e-07,3.066916456789087e-07,5.557170459511198,17.99476923167764,1.9270004419644472e-08,2.02005928342461e-46,-45.69463588496606,6.743346787704083e-12,-11.17112450544073
UGC02455,6.92,4.03,61.0,2.717821e+64,64.43422085001524,1e-45,-45.0,107.9078406183526,1.047759577280998e-23,-22.97973836071003,3.3064777636002824e-06,5.262422803004203e-07,1.3030545803621314e-06,2.136155049773986e-06,4.059261541194489,24.635022647635008,1.3421858022597386e-07,3.2526768996310773e-47,-46.4877590746451,0.032526768996310775,-1.4877590746450997
UGC02487,69.1,80.38,333.0,1.090002e+68,68.0374272948105,8.507526748829745e-37,-36.07019667674865,23.33092458544812,5.295893183544523e-24,-23.276060783059485,1.6712567872902463e-06,2.6598877887312297e-07,1.3136604971719507e-05,3.944926417933786e-06,14.831176091888901,6.742553616815966,2.4786703707066156e-07,1.4113501059655097e-47,-46.85036523980458,1.6589428956654745e-11,-10.780168563055934
UGC02885,80.6,74.07,298.0,9.742876e+67,67.98868717521137,2.7083311561681866e-38,-37.56729823418796,20.579252530284577,6.0494524712584446e-24,-23.21828393104535,1.909062013069855e-06,3.038366560490319e-07,1.3827839668693045e-05,4.640214653923841e-06,15.272069915010588,6.547900877648036,2.915532853569368e-07,1.2011380126215782e-47,-46.92040708862011,4.434974688697145e-10,-9.353108854432149
UGC02916,65.4,38.0,181.0,9.371544e+66,66.97181114856537,1e-45,-45.0,15.630345515982194,4.309394831133015e-24,-23.365583713586997,1.3599415832296324e-06,2.164414252872142e-07,5.053541130573063e-06,2.792011674349759e-06,12.899617855707637,7.752167631520451,1.754272672974828e-07,2.021735894040948e-47,-46.694275578345476,0.02021735894040948,-1.6942755783454777
UGC02953,16.5,62.39,272.0,1.958168e+67,67.29184994913363,4.2216690234407556e-38,-37.37451581814532,22.404826205810146,2.0345151114408667e-24,-23.6915390800594,6.42044140808063e-07,1.021844986927921e-07,3.917164656194274e-06,1.4401340647773068e-06,14.093469001662687,7.095485149057512,9.048629196177589e-08,3.879874524443407e-47,-46.41118231930863,9.190380635953365e-10,-9.036666501163307
UGC03205,50.0,40.04,220.0,6.478974e+66,66.81150623713329,7.171488032613737e-37,-36.14439072197476,26.575730397082104,2.546712725530521e-24,-23.594020041590493,8.036814150720197e-07,1.279098698798012e-07,3.1468058505832694e-06,1.430366295719668e-06,11.182610826387394,8.94245552783004,8.987256493150707e-08,3.941118277478895e-47,-46.4043805312634,5.4955376897456885e-11,-10.259989809288637
UGC03546,28.7,29.23,193.0,4.897174e+66,66.68994553507751,2.8221428912046623e-37,-36.54942100075508,32.70453893969982,4.947832816247328e-24,-23.305584983296736,1.5614172888200666e-06,2.485072797448592e-07,4.463132228335544e-06,2.312503745251577e-06,9.305577476948802,10.746243341449125,1.4529889554962472e-07,2.460011450928185e-47,-46.60906287132615,8.716821031971568e-11,-10.059641870571072
UGC03580,20.7,27.06,124.0,3.46428e+65,65.53961298656141,1e-45,-45.0,41.130971039736615,4.41149242135242e-25,-24.35541446252535,1.3921611323607113e-07,2.215693257956176e-08,3.683912034686639e-07,2.9708968021666444e-07,13.408430031994104,7.457994691502893,1.866669513652028e-08,1.9200063339342597e-46,-45.71669733859429,0.19200063339342596,-0.7166973385942835
UGC04278,9.51,6.69,92.8,3.569468e+64,64.55260349289618,3.230476507319871e-36,-35.49073341288985,60.42919728876939,3.0080224088334483e-24,-23.52171893270923,9.492596796900243e-07,1.5107937030049663e-07,6.210164535798555e-07,6.69198764633465e-07,4.429451640567668,22.576157979497488,4.204699845527717e-08,9.491564436334035e-47,-46.022662199577844,2.9381313917087133e-11,-10.53192878668799
UGC04305,3.45,5.52,33.0,7.318489e+63,63.86442142440537,1e-45,-45.0,18.935556568660683,1.09789325993258e-24,-23.959439881084162,3.4646876339648386e-07,5.514221632148674e-08,1.8702304272838718e-07,5.667364931163248e-07,10.277724236040365,9.729780416693334,3.560910406590977e-08,1.154040457657682e-46,-45.93777896567813,0.11540404576576821,-0.9377789656781298
UGC04325,9.6,5.59,91.5,2.985135e+64,64.47496397648023,1.244261789288302e-35,-34.90508823565639,26.38857617036291,4.3120568756165746e-24,-23.36531551948098,1.360781660579576e-06,2.1657512775003728e-07,7.438617202647387e-07,8.129636287046324e-07,3.7537257262658708,26.64019890965181,5.108001127148347e-08,8.028367407669255e-47,-46.09537276081432,6.452313714673624e-12,-11.190284525157928
UGC04483,3.34,1.21,24.2,2.092234e+61,61.320610255350864,7.248689451990728e-34,-33.13974050587279,31.113568399506185,2.97995751279436e-25,-24.525789927900423,9.40403072057593e-08,1.496697974167698e-08,1.1127340150224908e-08,4.598074442241698e-08,3.072145831425109,32.55053812130134,2.889055377681101e-09,2.3885419199730636e-45,-44.62186713225242,3.2951362253725627e-12,-11.482126626379634
UGC04499,12.5,8.18,74.3,2.704432e+64,64.43207606605317,8.388119755571016e-36,-35.07633537782372,34.09926102955399,1.2467290605005515e-24,-23.904227917262745,3.9343776999652205e-07,6.261756589399867e-08,3.1471780104164466e-07,4.2357712118660117e-07,6.76450952922137,14.783037789808615,2.661413544297079e-08,1.4617992488824275e-46,-45.8351122656059,1.742701930204997e-11,-10.75877688778218
UGC05005,53.7,28.61,99.1,5.390003e+65,65.73158900690902,7.045587798619123e-38,-37.15208276876501,39.309802524038645,5.807528653072762e-25,-24.23600863880871,1.83271666222209e-07,2.9168591607952508e-08,5.127493762429745e-07,5.174060305176332e-07,17.73846462907616,5.637466493919892,3.250957968794506e-08,1.100283486111752e-46,-45.95849540521241,1.5616631536795247e-09,-8.8064126364474
UGC05253,22.9,53.29,218.0,1.165379e+67,67.06646718788637,1e-45,-45.0,17.05998452548942,1.9430588520440213e-24,-23.71151404513831,6.13182740292644e-07,9.75910641362082e-08,3.195417408116643e-06,1.4657878018883685e-06,15.019692785013214,6.657925793247975,9.209816380268057e-08,3.8223278134353314e-47,-46.417672069384366,0.03822327813435331,-1.417672069384364
UGC05414,9.4,4.11,61.4,6.369559e+63,63.80410936475348,6.714731667121037e-36,-35.17297133784517,24.17177388340229,2.3149404670861552e-24,-23.635460173176664,7.305396528411806e-07,1.1626899687431107e-07,2.936145481666857e-07,4.781995898480223e-07,4.112872758031661,24.313905603989074,3.004616636832398e-08,1.4467596689126782e-46,-45.83960360649931,2.154605337390915e-11,-10.666632268654142
UGC05716,21.3,12.37,74.7,2.472321e+64,64.3931048577914,2.5523512712808166e-35,-34.59305955538951,36.436214968667294,3.295730465505564e-25,-24.4820483133979,1.0400534373823839e-07,1.6552964563912345e-08,1.258106215587256e-07,1.6842118013216278e-07,10.174683784398553,9.828315269447089,1.0582214844242518e-08,3.534340392973229e-46,-45.451691625833526,1.3847390179956037e-11,-10.858632070444013
UGC05721,6.18,6.74,79.5,3.624865e+63,63.559291836880305,8.959391819689876e-35,-34.047721470060786,40.64638193211954,2.9872259612769065e-25,-24.52473192502759,9.42696819955921e-08,1.5003485873299533e-08,6.213322459321359e-08,7.815499948831899e-08,5.209122743095656,19.197090360856503,4.910623444676339e-09,8.118727419170792e-46,-45.090512039495835,9.061694791970619e-12,-11.042790569435049
UGC05750,58.7,22.85,78.9,1.779251e+65,65.2502372185874,3.1281709016364436e-38,-37.50470952811534,50.492391716426575,3.763002727175176e-25,-24.42446546693214,1.1875133486310333e-07,1.889986194222382e-08,2.653485136070303e-07,3.3630990317747817e-07,17.794304752360897,5.619775618754214,2.1130974423037196e-08,1.7074543084096916e-46,-45.76765090924002,5.4583152970205976e-09,-8.262941381124673
UGC05764,7.47,3.62,49.9,6.877527e+62,62.83743230403126,2.458014765557062e-34,-33.60941551258842,32.604934852934754,3.658158513077414e-25,-24.436737479870178,1.154427030922918e-07,1.837327684102827e-08,4.086645936031198e-08,8.189671214491378e-08,4.457381927759076,22.434694091891394,5.1457221845523816e-09,8.697575552633157e-46,-45.060601790007894,3.5384553724037608e-12,-11.451186277419472
UGC05829,8.64,6.91,68.6,1.387596e+64,64.14226303923832,7.047044255691679e-36,-35.15199300110918,38.059009382423646,1.0611696606835051e-24,-23.974215175186217,3.348796768398578e-07,5.3297755910079876e-08,2.262865774852684e-07,3.29863815576193e-07,6.189075129780613,16.157503003771865,2.0725954793985327e-08,1.9170481839191096e-46,-45.7173669712392,2.720357804438037e-11,-10.56537397013002
UGC05918,7.66,4.46,44.5,1.392051e+63,63.143655146634345,5.24488522697501e-35,-34.28026401096648,31.065901701368364,3.9591914068305594e-25,-24.402393501804024,1.2494257874019606e-07,1.9885229009150556e-08,5.449256847939682e-08,1.2245521006606027e-07,6.158099059845387,16.238777425985532,7.694087766746596e-09,5.553972865898827e-46,-45.25539624633931,1.058931249312024e-11,-10.975132235372831
UGC05986,8.63,9.41,107.0,4.990058e+64,64.69810559350587,7.241742580068545e-36,-35.140156916973126,38.878599241913776,1.5110980701137193e-24,-23.820707349077843,4.76866284574207e-07,7.58956263838515e-08,4.388116974353053e-07,4.101043901264535e-07,5.40353126611407,18.50641646641468,2.5767618784523775e-08,1.4871714158102584e-46,-45.8276389705164,2.053609886525657e-11,-10.687482053543274
UGC05999,47.7,16.22,100.0,3.519184e+65,65.54644197444973,2.2351237124788428e-36,-35.65069843398172,36.52391129002761,2.0808719334181146e-24,-23.681754647477614,6.56673241260355e-07,1.0451279234276226e-07,1.0415787815748903e-06,1.0415787815748905e-06,9.966041077143053,10.034074636652694,6.544432496661368e-08,5.610041941140139e-47,-46.25103389191003,2.5099469482690848e-11,-10.600335457928319
UGC06399,18.0,7.85,87.6,2.878335e+64,64.45914133865709,1.1690282404558265e-35,-34.93217499737025,43.06676491357441,1.5013719444646588e-24,-23.8235117038806,4.7379695274637915e-07,7.54071270514634e-08,3.6370885491850807e-07,4.151927567562877e-07,5.50601478919797,18.161956302076415,2.608733028898495e-08,1.4985500579631264e-46,-45.824328745188105,1.2818766956209826e-11,-10.892153747817856
UGC06446,12.0,10.22,80.1,2.77486e+64,64.44324107655375,1.7961591418977254e-35,-34.74565518694148,34.78935487740793,6.5591009764333145e-25,-24.183155683144278,2.0698948497389197e-07,3.29433997016405e-08,2.0686696096765217e-07,2.5826087511567064e-07,7.839533182812637,12.755861563190985,1.6227009359461238e-08,2.342699293508462e-46,-45.630283453422294,1.3042826990448584e-11,-10.884628266480817
UGC06614,88.7,64.59,204.0,1.249251e+67,67.09664970575865,1e-45,-45.0,22.241538889925096,1.1697950513945169e-24,-23.931890220172733,3.6915924313887604e-07,5.8753518333614974e-08,2.3316909447249876e-06,1.1429857572181311e-06,19.45391169134782,5.140354371222692,7.181591316068493e-08,4.88589962971995e-47,-46.311055458915284,0.0488589962971995,-1.3110554589152843
UGC06628,15.1,7.69,42.3,5.508687e+64,64.74104809674533,1e-45,-45.0,16.092479133070192,3.0565042572928266e-24,-23.514774994960902,9.645593874994411e-07,1.5351439442622699e-07,7.253494174126356e-07,1.7147740364364906e-06,11.17011888589082,8.952456193309796,1.0774243030870789e-07,3.6374380918043463e-47,-46.439204389515744,0.036374380918043465,-1.4392043895157423
UGC06667,18.0,7.85,85.7,1.063178e+64,64.02660598131179,4.154768070275495e-35,-34.38145321462617,50.592131422542195,5.545656155979228e-25,-24.25604706122591,1.7500759870793007e-07,2.7853324413009866e-08,1.3434407494421238e-07,1.5676088091506695e-07,5.628085128748449,17.768032592328183,9.849576637060775e-09,3.9690203708417926e-46,-45.401316672087674,9.552928836719914e-12,-11.019863457461508
UGC06786,29.3,34.05,211.0,2.626968e+66,66.41945478252795,1.902700383925639e-36,-35.72062959418923,31.746587298046023,1.6790335008945023e-24,-23.774940638520395,5.298626760782834e-07,8.433026405775857e-08,1.7642998591704275e-06,8.36161070696885e-07,9.915314271092413,10.085409021431104,5.2537549538382203e-08,6.771101321126293e-47,-46.16934068747612,3.55867974712666e-11,-10.448711093286896
UGC06787,21.3,37.19,255.0,3.712815e+66,66.56970330999083,1.0927024477932562e-36,-35.961498084047044,31.542334153471135,1.8212967080310365e-24,-23.739619297388032,5.747575299336023e-07,9.147550196822082e-08,2.090271998281867e-06,8.19714509130144e-07,8.96102772319214,11.15943428466233,5.1504181598484474e-08,6.890086618740189e-47,-46.161775318323954,6.305546979102057e-11,-10.200277234276907
UGC06818,18.0,6.98,74.4,1.365199e+64,64.13519596148863,2.3511475215976297e-36,-35.62872012042597,34.77408173142826,1.0129444314982357e-24,-23.994414378682784,3.196609519144872e-07,5.087562061065131e-08,2.1819106678912816e-07,2.9326756288861313e-07,5.764402662190124,17.34785126235544,1.8426544422140992e-08,2.153355362105004e-46,-45.66688429388013,9.158742028410774e-11,-10.038164173454163
UGC06917,18.0,10.47,111.0,1.646672e+65,65.21660710082351,3.0635677680002285e-36,-35.51377250836515,22.265425424520533,3.620120139107789e-24,-23.441277016514956,1.1424230330190797e-06,1.818222728070221e-07,1.169676021450311e-06,1.0537621814867667e-06,5.79556159549926,17.254583244815894,6.620983055979161e-08,5.728813306195316e-47,-46.24193533055372,1.8699809307416922e-11,-10.728162822188573
UGC06923,18.0,5.16,81.1,2.567347e+64,64.40948457143752,5.189612286957409e-36,-35.28486508683837,24.77575932310217,4.7151052804465474e-24,-23.326508605746053,1.4879740639821997e-06,2.3681842747530323e-07,7.508220486056351e-07,9.257978404508448e-07,3.9093150407283748,25.579928698038167,5.8169593885393385e-08,7.146685676158732e-47,-46.14589531851611,1.3771136032878333e-11,-10.861030231677741
UGC06930,18.0,16.61,108.0,4.280086e+65,65.63145249540341,2.0537787998064144e-36,-35.687446333473225,25.089319566402246,2.3566740828115846e-24,-23.627700474252716,7.437097803573487e-07,1.1836508776965981e-07,1.207994842068343e-06,1.1185137426558731e-06,9.44969301110575,10.582354356112416,7.02782911373383e-08,5.216831571566634e-47,-46.28259318450055,2.540113653942851e-11,-10.595146851027325
